Date and time: 2022-11-22 15:46:19.625271
Program settings and initial information: 
path_to_file_folder_fixed = C:/Users/dasha/morley/photos
paper_area = 3221mm2; paper_area_thresold = 5000pixels 
paper threshold position = photo width/x_pos_divider = img.shape[0]/10
contour_area_threshold = 1000 pixels 
template_filename = C:/Users/dasha/morley/photos/template/template2.jpg
leaves parameters[0, 71, 0, 255, 109, 255]
roots parameters[68, 255, 0, 255, 109, 255]
seeds parameters[0, 29, 115, 255, 133, 255]
blur parameters[9, 1, 112]

,roots_area_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,leaves_area_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,roots_length_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,leaves_length_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,roots_width_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,leaves_width_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,plant_area_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,seed_area_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,roots_max_length_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,roots_max_width_C:/Users/dasha/morley/photos\1/20220621_161331.jpg,roots_area_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,leaves_area_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,roots_length_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,leaves_length_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,roots_width_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,leaves_width_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,plant_area_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,seed_area_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,roots_max_length_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,roots_max_width_C:/Users/dasha/morley/photos\1/20220621_161426.jpg,roots_area_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,leaves_area_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,roots_length_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,leaves_length_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,roots_width_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,leaves_width_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,plant_area_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,seed_area_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,roots_max_length_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,roots_max_width_C:/Users/dasha/morley/photos\1/20220621_161546.jpg,roots_area_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,leaves_area_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,roots_length_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,leaves_length_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,roots_width_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,leaves_width_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,plant_area_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,seed_area_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,roots_max_length_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,roots_max_width_C:/Users/dasha/morley/photos\1/20220621_161647.jpg,roots_area_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,leaves_area_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,roots_length_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,leaves_length_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,roots_width_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,leaves_width_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,plant_area_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,seed_area_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,roots_max_length_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,roots_max_width_C:/Users/dasha/morley/photos\hg/20220621_161751.jpg,roots_area_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,leaves_area_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,roots_length_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,leaves_length_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,roots_width_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,leaves_width_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,plant_area_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,seed_area_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,roots_max_length_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,roots_max_width_C:/Users/dasha/morley/photos\hg/20220621_161903.jpg,roots_area_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,leaves_area_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,roots_length_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,leaves_length_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,roots_width_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,leaves_width_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,plant_area_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,seed_area_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,roots_max_length_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,roots_max_width_C:/Users/dasha/morley/photos\hg/20220621_162002.jpg,roots_area_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,leaves_area_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,roots_length_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,leaves_length_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,roots_width_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,leaves_width_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,plant_area_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,seed_area_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,roots_max_length_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg,roots_max_width_C:/Users/dasha/morley/photos\hg/20220621_162027.jpg
0,44551.0,28007.0,109.8704941676072,107.30536548932653,29.0,18.666666666666668,457.42680715238515,9465.0,109.8704941676072,29.0,0.0,737613.0,0.0,344.13783933207833,19.77777777777778,287.7,14291.12202153056,0.0,0.0,118.66666666666667,36924.0,40601.0,111.7792242887538,81.52734528592465,23.5,35.42857142857143,523.2946092222311,9146.0,83.83441821656535,31.333333333333332,44639.0,32456.0,190.21625652498136,284.1202217683105,31.5,15.333333333333334,1577.5685779919822,6902.0,190.21625652498136,31.5,37213.0,29600.0,130.01301062471387,66.57345329465302,20.6,32.0,436.19928662231916,5232.0,78.00780637482832,34.333333333333336,0.0,69184.0,0.0,79.35634545953562,0,62.25,497.7429149621343,8749.0,0.0,0,33506.0,31034.0,80.07331707811764,39.599775608484485,29.5,55.25,374.04289099105563,6893.0,60.05498780858823,39.333333333333336,48926.0,34395.0,145.97858503469593,142.710124560524,22.25,16.0,408.5283920498703,7000.0,109.48393877602194,29.666666666666668
1,48329.0,20250.0,98.75552080996249,44.56185750811245,35.0,32.5,447.3221804929175,3821.0,74.06664060747188,46.666666666666664,19821.0,36533.0,142.52876318312556,272.43102162565253,18.666666666666668,18.0,1335.1740912571504,3802.0,142.52876318312556,18.666666666666668,52932.0,27084.0,102.69920572815126,94.75986563445379,36.666666666666664,20.333333333333332,456.00292019775947,10246.0,102.69920572815126,36.666666666666664,29753.0,52625.0,105.09713882020486,240.80994508846857,38.0,29.333333333333332,1766.172694923652,3274.0,105.09713882020486,38.0,24005.0,30619.0,46.69381289519783,153.30012250464722,37.0,14.375,335.0261019683017,6877.0,46.69381289519783,37.0,0.0,80812.0,0.0,476.8764019178353,0,12.1,622.1174633550263,7644.0,0.0,0,28483.0,21084.0,62.10441880996793,46.45048798126964,32.333333333333336,32.0,281.4330183169344,7329.0,62.10441880996793,32.333333333333336,42110.0,39147.0,77.11816454789331,108.28460040065578,36.25,24.0,389.6459110960299,9158.0,57.838623410919986,48.333333333333336
2,1409.0,26909.0,2.6174107550941024,80.86157956175627,38.5,23.8,224.15596376167184,2096.0,1.9630580663205768,51.333333333333336,50974.0,67872.0,311.00671140939596,517.6327028676022,22.0,17.6,3081.780099995495,8859.0,155.50335570469798,44.0,32597.0,42897.0,71.90649580013245,54.49530721955657,32.25,56.0,494.96286470064626,5160.0,53.929871850099346,43.0,40509.0,31258.0,268.5160328113348,267.810938169356,20.25,15.666666666666666,1662.14134498446,4255.0,201.38702460850112,27.0,35260.0,35686.0,83.66070554806531,100.06627957625783,30.333333333333332,25.666666666666668,485.14645068069194,1882.0,83.66070554806531,30.333333333333332,0.0,59697.0,0.0,0.0,0,0,453.4814826246515,8767.0,0.0,0,25027.0,21838.0,135.72276318400947,38.489309676910125,13.0,40.0,263.82605894656604,12043.0,81.43365791040569,21.666666666666668,25369.0,44592.0,66.47991645008256,85.80593150794684,25.333333333333332,34.5,336.1936599001719,6432.0,66.47991645008256,25.333333333333332
3,48593.0,20153.0,83.407782058051,40.600648536577545,41.666666666666664,35.5,394.32851584831354,6458.0,83.407782058051,41.666666666666664,32315.0,23159.0,211.58945817646097,186.51543624161073,20.5,16.666666666666668,1362.6052880500877,12073.0,158.69209363234572,27.333333333333332,40751.0,27062.0,117.84831430423183,50.66365346529928,24.6,38.0,418.6549193587034,1794.0,94.27865144338547,30.75,77758.0,16622.0,441.013328291899,69.72315436241611,23.666666666666668,32.0,2044.6736633484977,10578.0,294.00888552793265,35.5,12767.0,27570.0,36.7543039227172,172.54337084217002,25.0,11.5,275.8020795055888,5805.0,36.7543039227172,25.0,39264.0,38809.0,140.17801071827995,34.12650163228608,20.0,81.2,495.1172583758527,413.0,140.17801071827995,20.0,29483.0,23502.0,54.698488737851505,50.20860252086254,38.0,33.0,316.5748690517798,9264.0,41.023866553388636,50.666666666666664,17499.0,32849.0,61.14192166081935,77.09646350833957,19.0,28.285714285714285,243.39427602701494,3573.0,48.91353732865549,23.75
4,37256.0,17521.0,129.34529140110925,63.44733846035504,20.6,19.75,344.57262831099536,14684.0,103.4762331208874,25.75,24536.0,23525.0,126.67010841507485,140.34302759134974,26.0,22.5,1269.2311157155082,4907.0,126.67010841507485,26.0,32113.0,25509.0,89.24032133068265,75.30028199784685,25.6,24.1,377.95650500173224,7439.0,53.544192798409604,42.666666666666664,40127.0,36813.0,183.6195851128737,149.73764490543013,29.333333333333332,33.0,1863.1052655285796,6266.0,183.6195851128737,29.333333333333332,20830.0,25599.0,46.84881865296022,25.066575927778235,32.0,73.5,267.1698292380319,4295.0,37.47905492236817,40.0,15022.0,35104.0,0.0,26.712516818815224,0,93.83333333333333,356.31434466417056,8094.0,0.0,0,20414.0,35141.0,59.34766260982272,75.07363208176456,24.25,33.0,311.7264318278435,2123.0,59.34766260982272,24.25,0.0,3.0,0.0,0.0,0,0,10.73804757708769,0.0,0.0,0
5,46027.0,21930.0,124.21911018791798,65.35051418203591,26.5,24.0,429.65251063964934,6883.0,62.10955509395899,53.0,46193.0,12811.0,350.9661896922882,18.293588462087676,17.666666666666668,94.0,1277.140669339219,5108.0,350.9661896922882,17.666666666666668,39997.0,31156.0,92.98784926547252,44.841883681259205,30.6,49.42857142857143,461.25881814089377,6838.0,74.39027941237802,38.25,67486.0,7682.0,224.59149148593931,0.0,40.333333333333336,0,1626.0799063105264,10830.0,224.59149148593931,40.333333333333336,22249.0,29907.0,65.80641669097675,47.832126550947464,24.333333333333332,45.0,322.36132434803375,7587.0,65.80641669097675,24.333333333333332,9747.0,48316.0,0.0,7.094906972996624,0,486.25,342.91839771183095,3800.0,0.0,0,7550.0,17666.0,133.06817843239833,70.16606481296144,4.0,17.75,149.47898463340286,9961.0,133.06817843239833,4.0,16.0,0.0,0.21243664420697278,0.0,5.0,0,17.165891776218572,0.0,0.21243664420697278,5.0
6,0.0,39.0,0.0,0.0,0,0,5.902677380423045,0.0,0.0,0,0.0,27.0,0.0,0.0,0,0,39.08832935453358,0.0,0.0,0,15202.0,15481.0,0.0,73.42229629063958,0,15.0,191.3683322347565,10381.0,0.0,0,197.0,0.0,0.0,0.0,0,0,37.88117652358002,0.0,0.0,0,40827.0,20198.0,130.0164734590193,65.08998513813965,22.6,22.333333333333332,388.1482397534377,9883.0,104.01317876721545,28.25,3.0,0.0,0.023800939065179293,0.0,9.0,0,6.480018487696897,0.0,0.011900469532589646,18.0,557.0,19214.0,0.0,60.203608074174575,0,22.5,126.93412430764673,9177.0,0.0,0,,,,,,,,,,
7,0.0,0.0,0.0,0.0,0,0,12.871826367274343,0.0,0.0,0,93.0,0.0,0.0,0.0,0,0,58.646006936624474,0.0,0.0,0,42450.0,19388.0,101.34017313074557,68.96412443396358,29.8,20.0,419.64182364268146,8865.0,81.07213850459647,37.25,,,,,,,,,,,45228.0,30362.0,152.58365602756254,224.12232171113016,21.333333333333332,9.75,487.7571042269558,10299.0,76.29182801378127,42.666666666666664,5.0,0.0,0.0,0.0,0,82.0,6.831805486635596,0.0,0.0,0,7114.0,11222.0,358.2391755413743,84.7658144769181,1.4,9.333333333333334,104.05128988529638,8694.0,214.94350532482454,2.3333333333333335,,,,,,,,,,
8,0.0,0.0,0.0,0.0,0,0,7.675015086069999,0.0,0.0,0,,,,,,,,,,,197.0,0.0,0.0,0.0,0,0,5.84044894210592,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,53.0,0.0,0.21024162840908375,0.0,18.0,105.0,24.39821280320496,0.0,0.07008054280302792,54.0,7823.0,8655.0,39.39422364717699,28.3802269356515,14.0,21.5,91.4344186469957,12730.0,29.54566773538274,18.666666666666668,,,,,,,,,,
9,6.0,0.0,0.0,0.0,0,0,51.44382820936289,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,0,0,21.879621825296013,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,
